Tipo de convocatoria,Título,Órgano convocante,Localización,Importe,Procedimiento,Actividad,Enlace al detalle de la convocatoria,Enlace original
AYUDA/SUBVENCION,Subvenciones destinadas a ejecución del programa de emisión de bonos digitales para colectivos vulnerables de la Comunidad de Cantabria. PROGRAMA UNICO-BONO SOCIAL,"CANTABRIA - CONSEJERÍA DE FOMENTO, ORDENACIÓN DELTERRITORIO Y MEDIO AMBIENTE",ES13 - CANTABRIA,,,OTROS SERVICIOS,https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/777813,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/777813/subvenciones-destinadas-a-ejecucion-del-programa-de-emision-de-bonos-digitales-para-colectivos-vulnerables-de-la-comunidad-de-cantabria-programa-unico-bono-social
AYUDA/SUBVENCION,ORDEN CTELCC CONVOCAN AYUDAS EN CONCURRENCIA NO COMPETITIVA AUTOCONSUMO Y ALMACENAMIENTO. MRR,CANARIAS - CONSEJERÍA DE TRANSICIÓN ECOLÓGICA Y ENERGÍA,ES70 - CANARIAS,,,Servicios integrales a edificios e instalaciones,https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/778701,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/778701/orden-ctelcc-convocan-ayudas-en-concurrencia-no-competitiva-autoconsumo-y-almacenamiento-mrr
AYUDA/SUBVENCION,ORDEN CTELCC CONVOCAN AYUDAS EN CONCURRENCIA NO COMPETITIVA AUTOCONSUMO Y ALMACENAMIENTO. MRR,CANARIAS - CONSEJERÍA DE TRANSICIÓN ECOLÓGICA Y ENERGÍA,ES70 - CANARIAS,,,Servicios integrales a edificios e instalaciones,https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/778702,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/778702/orden-ctelcc-convocan-ayudas-en-concurrencia-no-competitiva-autoconsumo-y-almacenamiento-mrr
AYUDA/SUBVENCION,"ORDEN DEL CTELCCPT POR LA QUE SE ESTABLECEN LAS BASES REGULADORAS Y LA CONVOCATORIA DE SUBVENCIONES PARA EL FOMENTO DE LA DESCARBONIZACIÓN DEL SECTOR INDUSTRIAL, EN EL MARCO DE LA ESTRATEGIA DE ENERGÍA SOSTENIBLE EN LAS ISLAS CANARIAS (P3, L 1Y2)",CANARIAS - CONSEJERÍA DE TRANSICIÓN ECOLÓGICA Y ENERGÍA,ES70 - CANARIAS,,,"Instalaciones eléctricas, de fontanería y otras instalaciones en obras de construcción; Otras actividades de construcción especializada; Suministro de energía eléctrica, gas, vapor y aire acondicionado",https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/780226,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/780226/orden-del-ctelccpt-por-la-que-se-establecen-las-bases-reguladoras-y-la-convocatoria-de-subvenciones-para-el-fomento-de-la-descarbonizacion-del-sector-industrial-en-el-marco-de-la-estrategia-de-energia-sostenible-en-las-islas-canarias-p3-l-1y2
AYUDA/SUBVENCION,"ORDEN del CTEE por la que se establecen las bases reguladoras y la convoc. de subv. en régimen de concurrencia no competitiva para las ayudas destinadas fomento de la generación fotovoltaica en espacios antro. marco de la EESS en Canarias P8L1, MRR C7I2",CANARIAS - CONSEJERÍA DE TRANSICIÓN ECOLÓGICA Y ENERGÍA,ES70 - CANARIAS,,,"Agricultura, ganadería, caza y servicios relacionados con las mismas; Producción, transporte y distribución de energía eléctrica",https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/780881,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/780881/orden-del-ctee-por-la-que-se-establecen-las-bases-reguladoras-y-la-convoc-de-subv-en-regimen-de-concurrencia-no-competitiva-para-las-ayudas-destinadas-fomento-de-la-generacion-fotovoltaica-en-espacios-antro-marco-de-la-eess-en-canarias-p8l1-mrr-c7i2
AYUDA/SUBVENCION,"ORDEN Consejero Trans Ecológica y Energía, que establecen bases reguladoras y convocatoria de subv régimen concurrencia no competitiva para creación y funcionamiento de comunidades energéticas, marco E. Energía Sostenible Canarias P2-L2 Fondos NG (C7, I2)",CANARIAS - CONSEJERÍA DE TRANSICIÓN ECOLÓGICA Y ENERGÍA,ES70 - CANARIAS,,,"Producción, transporte y distribución de energía eléctrica",https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/782532,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/782532/orden-consejero-trans-ecologica-y-energia-que-establecen-bases-reguladoras-y-convocatoria-de-subv-regimen-concurrencia-no-competitiva-para-creacion-y-funcionamiento-de-comunidades-energeticas-marco-e-energia-sostenible-canarias-p2-l2-fondos-ng-c7-i2
AYUDA/SUBVENCION,"ORDEN del CTEE por la que se establecen las bases regulad. y la convoc.de subv. en régimen de concurrencia no competitiva para las ayudas destinadas a la descarb. del sector náutico, en el marco EES en las Islas Canarias P9L1L2,con cargo NGEU, PRTR C7I2",CANARIAS - CONSEJERÍA DE TRANSICIÓN ECOLÓGICA Y ENERGÍA,ES7 - CANARIAS,,,"Producción, transporte y distribución de energía eléctrica",https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/782533,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/782533/orden-del-ctee-por-la-que-se-establecen-las-bases-regulad-y-la-convoc-de-subv-en-regimen-de-concurrencia-no-competitiva-para-las-ayudas-destinadas-a-la-descarb-del-sector-nautico-en-el-marco-ees-en-las-islas-canarias-p9l1l2-con-cargo-ngeu-prtr-c7i2
AYUDA/SUBVENCION,"CONCESIÓN DE SUBVENCIÓN PARA LA ADQUISICIÓN DEL ""SET (KIT) ENERGÉTICO DEL COMERCIANTE DE FUENGIROLA",FUENGIROLA - AYUNTAMIENTO DE FUENGIROLA,ES617 - Málaga,,,Comercio al por menor en establecimientos no especializados,https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/782905,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/782905/concesion-de-subvencion-para-la-adquisicion-del-set-kit-energetico-del-comerciante-de-fuengirola
AYUDA/SUBVENCION,"ORDEN DEL CTELCCPT POR LA QUE SE ESTABLECEN LAS BASES REGULADORAS Y LA CONVOCATORIA DE SUBVENCIONES PARA EL FOMENTO DE LA DESCARBONIZACIÓN DEL SECTOR INDUSTRIAL, EN EL MARCO DE LA ESTRATEGIA DE ENERGÍA SOSTENIBLE EN LAS ISLAS CANARIAS (P3, L 1Y2)",CANARIAS - CONSEJERÍA DE TRANSICIÓN ECOLÓGICA Y ENERGÍA,ES70 - CANARIAS,,,"Instalaciones eléctricas, de fontanería y otras instalaciones en obras de construcción; Otras actividades de construcción especializada; Suministro de energía eléctrica, gas, vapor y aire acondicionado",https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/784830,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/784830/orden-del-ctelccpt-por-la-que-se-establecen-las-bases-reguladoras-y-la-convocatoria-de-subvenciones-para-el-fomento-de-la-descarbonizacion-del-sector-industrial-en-el-marco-de-la-estrategia-de-energia-sostenible-en-las-islas-canarias-p3-l-1y2
AYUDA/SUBVENCION,"Orden 31/2024, de 14 de agosto, del consejero de Turismo, Cultura y Deportes por la cual se establecen las bases reguladoras y se aprueba la convocatoria de ayudas de minimis para la concesión de subvenciones para financiar proyectos de mejora de la efici",ILLES BALEARS - DIRECCIÓN GENERAL DE TURISMO Y DEPORTES,ES53 - ILLES BALEARS,,,"ADMINISTRACIÓN PÚBLICA Y DEFENSA; SEGURIDAD SOCIAL OBLIGATORIA; SUMINISTRO DE AGUA, ACTIVIDADES DE SANEAMIENTO, GESTIÓN DE RESIDUOS Y DESCONTAMINACIÓN; SUMINISTRO DE ENERGÍA ELÉCTRICA, GAS, VAPOR Y AIRE ACONDICIONADO",https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/784843,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/784843/orden-31-2024-de-14-de-agosto-del-consejero-de-turismo-cultura-y-deportes-por-la-cual-se-establecen-las-bases-reguladoras-y-se-aprueba-la-convocatoria-de-ayudas-de-minimis-para-la-concesion-de-subvenciones-para-financiar-proyectos-de-mejora-de-la-efici
AYUDA/SUBVENCION,NGEU-MRR. PROG 1 ACB 14 CONVOCATO GETAFE J DE LA CIERVA REHAB (MINIMIS),"COMUNIDAD DE MADRID - CONSEJERÍA DE VIVIENDA, TRANSPORTES E INFRAESTRUCTURAS",ES3 - COMUNIDAD DE MADRID,,,Actividades de construcción especializada,https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/784995,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/784995/ngeu-mrr-prog-1-acb-14-convocato-getafe-j-de-la-cierva-rehab-minimis
AYUDA/SUBVENCION,NGEU-MRR. PROG 1 ACB 14 CONVOCATO GETAFE J DE LA CIERVA REHAB-REGL 651/2014,"COMUNIDAD DE MADRID - CONSEJERÍA DE VIVIENDA, TRANSPORTES E INFRAESTRUCTURAS",ES3 - COMUNIDAD DE MADRID,,,Actividades de construcción especializada,https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/784996,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/784996/ngeu-mrr-prog-1-acb-14-convocato-getafe-j-de-la-cierva-rehab-regl-651-2014
AYUDA/SUBVENCION,"Ayudas destinadas a las actuaciones de Rehabilitación a Nivel de Barrio del Ayuntamiento de Pliego, al amparo del Real Decreto 853/2021, de 5 de octubre.",PLIEGO - AYUNTAMIENTO DE PLIEGO,ES62 - REGION DE MURCIA,,,CONSTRUCCIÓN,https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/785258,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/785258/ayudas-destinadas-a-las-actuaciones-de-rehabilitacion-a-nivel-de-barrio-del-ayuntamiento-de-pliego-al-amparo-del-real-decreto-853-2021-de-5-de-octubre
AYUDA/SUBVENCION,NGEU-MRR. PROG 1 ACB 14 CONVOCATO GETAFE J DE LA CIERVA REHAB (NO SUJETA),"COMUNIDAD DE MADRID - CONSEJERÍA DE VIVIENDA, TRANSPORTES E INFRAESTRUCTURAS",ES3 - COMUNIDAD DE MADRID,,,Actividades de construcción especializada,https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/785768,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/785768/ngeu-mrr-prog-1-acb-14-convocato-getafe-j-de-la-cierva-rehab-no-sujeta
AYUDA/SUBVENCION,NGEU-MRR Acciones de refuerzo conectividad en polígonos industriales C15.I2,COMUNIDAD DE MADRID - CONSEJERÍA DE DIGITALIZACIÓN,ES3 - COMUNIDAD DE MADRID,,,OTROS SERVICIOS; Telecomunicaciones,https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/785813,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/785813/ngeu-mrr-acciones-de-refuerzo-conectividad-en-poligonos-industriales-c15-i2
AYUDA/SUBVENCION,"Bases reguladoras y la convocatoria del Programa 1 de ayuda a las actuaciones derehabilitación a nivel de barrio, en el ámbito ERRP delimitado y en el marco del PRTR-Next Generation EU regulado por el RD 853/2021 de 5 de octubre. Minimis",SÓLLER - AYUNTAMIENTO DE SÓLLER,ES532 - Mallorca,,,Construcción de edificios,https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/786048,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/786048/bases-reguladoras-y-la-convocatoria-del-programa-1-de-ayuda-a-las-actuaciones-derehabilitacion-a-nivel-de-barrio-en-el-ambito-errp-delimitado-y-en-el-marco-del-prtr-next-generation-eu-regulado-por-el-rd-853-2021-de-5-de-octubre-minimis
AYUDA/SUBVENCION,"Bases reguladoras y la convocatoria del Programa 1 de ayuda a las actuaciones de rehabilitación a nivel de barrio, en el ámbito ERRP delimitado y en el marco del PRTR NextGeneration EU, regulado en el Real Decreto 853/2021 de 5 octubre. No minimis",SÓLLER - AYUNTAMIENTO DE SÓLLER,ES532 - Mallorca,,,Construcción de edificios,https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/786081,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/786081/bases-reguladoras-y-la-convocatoria-del-programa-1-de-ayuda-a-las-actuaciones-de-rehabilitacion-a-nivel-de-barrio-en-el-ambito-errp-delimitado-y-en-el-marco-del-prtr-nextgeneration-eu-regulado-en-el-real-decreto-853-2021-de-5-octubre-no-minimis
AYUDA/SUBVENCION,"ORDEN de la Vicepresidenta y Consejera de Presidencia, Economía y Justicia del Gobierno de Aragón, que aprueba BBRR de ayudas para proyectos de innovación, a través de la iniciativa “Techfablab”, en el marco de PRTR y su convocatoria 2024",ARAGÓN - INSTITUTO ARAGONÉS DE FOMENTO (IAF),ES24 - ARAGON,,,"Actividades de investigación; INDUSTRIA MANUFACTURERA; Investigación y desarrollo; Otras actividades profesionales, científicas y técnicas; Programación, consultoría y otras actividades relacionadas con la informática; Servicios de información; Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos",https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/786297,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/786297/orden-de-la-vicepresidenta-y-consejera-de-presidencia-economia-y-justicia-del-gobierno-de-aragon-que-aprueba-bbrr-de-ayudas-para-proyectos-de-innovacion-a-traves-de-la-iniciativa-techfablab-en-el-marco-de-prtr-y-su-convocatoria-2024
AYUDA/SUBVENCION,"CONVOCATORIA DEL AYUNTAMIENTO DE LORQUÍ DE AYUDAS, AL AMPARO DEL PROGRAMA 1 “AYUDAS DESTINADAS A LAS ACTUACIONES DE REHABILITACIÓN A NIVEL DE BARRIO” DEL REAL DECRETO 853/2021, DE 5 DE OCTUBRE, DEL PRTR FINANCIADO POR LA UE-NEXT GENERATION",LORQUÍ - AYUNTAMIENTO DE LORQUÍ,ES62 - REGION DE MURCIA,,,ACTIVIDADES INMOBILIARIAS; CONSTRUCCIÓN,https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/786996,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/786996/convocatoria-del-ayuntamiento-de-lorqui-de-ayudas-al-amparo-del-programa-1-ayudas-destinadas-a-las-actuaciones-de-rehabilitacion-a-nivel-de-barrio-del-real-decreto-853-2021-de-5-de-octubre-del-prtr-financiado-por-la-ue-next-generation
AYUDA/SUBVENCION,"Orden FOM por la que se establecen las Bases reguladoras y se convocan las subvenciones destinadas a la ejecución de diversas acciones de refuerzo de conectividad en centros públicos de referencia, año 2024. PRTR","CANTABRIA - CONSEJERÍA DE FOMENTO, ORDENACIÓN DELTERRITORIO Y MEDIO AMBIENTE",ES130 - Cantabria,,,INFORMACIÓN Y COMUNICACIONES,https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/786997,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/786997/orden-fom-por-la-que-se-establecen-las-bases-reguladoras-y-se-convocan-las-subvenciones-destinadas-a-la-ejecucion-de-diversas-acciones-de-refuerzo-de-conectividad-en-centros-publicos-de-referencia-ano-2024-prtr
AYUDA/SUBVENCION,"CONVENIO DE COLABORACIÓN ENTRE LA CONSEJERÍA DE COMERCIO, TURISMO, EMPLEO Y DEPORTE DE LA CIUDAD AUTÓNOMA DE CEUTA Y LA CAMARA OFICIAL DE COMERCIO, INDUSTRIA Y NAVEGACIÓN DE CEUTA PARA LA EJECUCIÓN DE PROYECTOS RELATIVOS A LA ESTRATEGIA DE RESILIENCIA TUR","CIUDAD AUTÓNOMA DE CEUTA - CONSEJERÍA DE COMERCIO, TURISMO, EMPLEO Y DEPORTE",ES630 - Ceuta,,,OTROS SERVICIOS,https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/787739,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/787739/convenio-de-colaboracion-entre-la-consejeria-de-comercio-turismo-empleo-y-deporte-de-la-ciudad-autonoma-de-ceuta-y-la-camara-oficial-de-comercio-industria-y-navegacion-de-ceuta-para-la-ejecucion-de-proyectos-relativos-a-la-estrategia-de-resiliencia-tur
AYUDA/SUBVENCION,"CONVENIO DE COLABORACIÓN ENTRE LA CONSEJERÍA DE COMERCIO, TURISMO, EMPLEO Y DEPORTE DE LA CIUDAD AUTÓNOMA DE CEUTA Y LA ASOCIACIÓN CENTRO COMERCIAL ABIERTO DE CEUTA PARA LA EJECUCIÓN DE PROYECTOS RELATIVOS A LA ESTRATEGIA DE RESILIENCIA TURÍSTICA, EN EL M","CIUDAD AUTÓNOMA DE CEUTA - CONSEJERÍA DE COMERCIO, TURISMO, EMPLEO Y DEPORTE",ES630 - Ceuta,,,OTROS SERVICIOS,https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/787740,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/787740/convenio-de-colaboracion-entre-la-consejeria-de-comercio-turismo-empleo-y-deporte-de-la-ciudad-autonoma-de-ceuta-y-la-asociacion-centro-comercial-abierto-de-ceuta-para-la-ejecucion-de-proyectos-relativos-a-la-estrategia-de-resiliencia-turistica-en-el-m
AYUDA/SUBVENCION,"ORDEN DEL CTELCCPT POR LA QUE SE ESTABLECEN LAS BASES REGULADORAS Y LA CONVOCATORIA DE SUBVENCIONES PARA EL FOMENTO DE LA DESCARBONIZACIÓN DEL SECTOR INDUSTRIAL, EN EL MARCO DE LA ESTRATEGIA DE ENERGÍA SOSTENIBLE EN LAS ISLAS CANARIAS (P3, L 1Y2)",CANARIAS - CONSEJERÍA DE TRANSICIÓN ECOLÓGICA Y ENERGÍA,ES70 - CANARIAS,,,"Instalaciones eléctricas, de fontanería y otras instalaciones en obras de construcción; Otras actividades de construcción especializada; Suministro de energía eléctrica, gas, vapor y aire acondicionado",https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/788124,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/788124/orden-del-ctelccpt-por-la-que-se-establecen-las-bases-reguladoras-y-la-convocatoria-de-subvenciones-para-el-fomento-de-la-descarbonizacion-del-sector-industrial-en-el-marco-de-la-estrategia-de-energia-sostenible-en-las-islas-canarias-p3-l-1y2
AYUDA/SUBVENCION,"Ayudas para proyectos de inversión en establecimientos hoteleros, de restauración y locales comerciales vinculados a la actividad turística de la Ciudad de Melilla en el marco del PRTR financiado por la UE Nextgeneration EU. Año 2024","CIUDAD AUTÓNOMA DE MELILLA - CONSEJERÍA DE ECONOMÍA, COMERCIO, INNOVACIÓN TECNOLÓGICA, TURISMO Y FOMENTO",ES64 - CIUDAD AUTONOMA DE MELILLA,,,HOSTELERÍA; OTROS SERVICIOS,https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/788401,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/788401/ayudas-para-proyectos-de-inversion-en-establecimientos-hoteleros-de-restauracion-y-locales-comerciales-vinculados-a-la-actividad-turistica-de-la-ciudad-de-melilla-en-el-marco-del-prtr-financiado-por-la-ue-nextgeneration-eu-ano-2024
AYUDA/SUBVENCION,Subvenciones para la financiación de los proyectos de actuaciones de corrección de los soportes de las líneas eléctricas de alta tensión que suponen un peligro para la avifauna 2024-2025-2026,"CATALUÑA - DEPARTAMENT D'ACCIÓ CLIMÀTICA, ALIMENTACIÓ I AGENDA RURAL ",ES51 - CATALUÑA,,,"Agricultura, ganadería, caza y servicios relacionados con las mismas; Silvicultura y otras actividades forestales",https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/788661,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/788661/subvenciones-para-la-financiacion-de-los-proyectos-de-actuaciones-de-correccion-de-los-soportes-de-las-lineas-electricas-de-alta-tension-que-suponen-un-peligro-para-la-avifauna-2024-2025-2026
AYUDA/SUBVENCION,Ayudas a la financiación de actuaciones en la zona del PN de Aigüestortes 2024-2026,"CATALUÑA - DEPARTAMENT D'ACCIÓ CLIMÀTICA, ALIMENTACIÓ I AGENDA RURAL ",ES51 - CATALUÑA,,,"Agricultura, ganadería, caza y servicios relacionados con las mismas; Silvicultura y otras actividades forestales",https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/788662,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/788662/ayudas-a-la-financiacion-de-actuaciones-en-la-zona-del-pn-de-aig-estortes-2024-2026
AYUDA/SUBVENCION,Ajuts al finanament d'actuacions a la zona del PN d'Aigüestortes 2024-2026,"CATALUÑA - DEPARTAMENT D'ACCIÓ CLIMÀTICA, ALIMENTACIÓ I AGENDA RURAL ",ES51 - CATALUÑA,,,"Agricultura, ganadería, caza y servicios relacionados con las mismas; Silvicultura y otras actividades forestales",https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/788663,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/788663/ajuts-al-finanament-dactuacions-a-la-zona-del-pn-daig-estortes-2024-2026
AYUDA/SUBVENCION,"Acuerdo de la Junta de Gobierno Local de fecha 1 de octubre de 2024, por el que se aprueban las Bases Reguladoras y convocatoria del programa “Ekinn + Gastro 2024”, en el marco del PRTR – Financiado por la Unión Europea Next GenerationEU",DONOSTIA/SAN SEBASTIÁN - AYUNTAMIENTO DE DONOSTIA/SAN SEBASTIÁN,ES212 - Gipuzkoa,,,HOSTELERÍA,https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/789887,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/789887/acuerdo-de-la-junta-de-gobierno-local-de-fecha-1-de-octubre-de-2024-por-el-que-se-aprueban-las-bases-reguladoras-y-convocatoria-del-programa-ekinn-gastro-2024-en-el-marco-del-prtr-financiado-por-la-union-europea-next-generationeu
AYUDA/SUBVENCION,"Subvención nominativa a favor del Ayuntamiento de Limpias destinada al Proyecto de Educación Infantil, Primer ciclo. Ejercicio 2024. PROGRAMA 140 A.","CANTABRIA - CONSEJERÍA DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y UNIVERSIDADES",ES130 - Cantabria,,,Educación preprimaria,https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/789948,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/789948/subvencion-nominativa-a-favor-del-ayuntamiento-de-limpias-destinada-al-proyecto-de-educacion-infantil-primer-ciclo-ejercicio-2024-programa-140-a
